topic,count,default_name,year_min,year_max,top_documents
393,10,393_ranaway_subscriber_reward_negro man,1835,1849,"American Slavery As It Is: Testimony of a Thousand Witnesses (Theodore Dwight Weld): 6 | Narrative of William W. Brown, an American Slave. Written by Himself (William Wells Brown): 2 | Reuben Maddison: A True Story (Charles  Stuart): 1 | Narrative and Writings of Andrew Jackson, of Kentucky; Containing an Account of His Birth, and Twenty-Six Years of His Life While a Slave; His Escape; Five Years of Freedom, Together with Anecdotes Relating to Slavery; Journal of One Year's Travels; Sketches, etc. Narrated by Himself; Written by a Friend (Andrew  Jackson): 1"
394,10,394_chaplain_officer_chaplain allensworth_social,1878,1914,"Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutenant-Colonel, Retired, U. S. Army (Charles  Alexander): 7 | The Colored Cadet at West Point. Autobiography of Lieut. Henry Ossian Flipper, U. S. A., First Graduate of Color from the U. S. Military Academy (Henry Ossian Flipper): 3"
395,10,395_pinchback_governor_antiprohibition_republican,1861,1914,"Men of Mark: Eminent, Progressive and Rising (William J. Simmons): 3 | My Larger Education: Being Chapters from My Experience (Booker T. Washington): 1 | Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutenant-Colonel, Retired, U. S. Army (Charles  Alexander): 1 | An Autobiography. Bond and Free:  Or, Yearnings for Freedom, from My Green Brier House. Being the Story of My Life in Bondage, and My Life in Freedom (Israel  Campbell): 1 | Autobiography and Work of Bishop M. F. Jamison, D.D. (""Uncle Joe"") Editor, Publisher, and Church Extension Secretary; a Narration of His Whole Career from the Cradle to the Bishopric of the Colored M. E. Church in America (M. F. Jamison): 1"
396,10,396_jailer_watch_geese_arrest,1849,1924,"Life and Adventures of James Williams, a Fugitive Slave, with a Full Description of the Underground Railroad (James  Williams): 4 | An Autobiography. Bond and Free:  Or, Yearnings for Freedom, from My Green Brier House. Being the Story of My Life in Bondage, and My Life in Freedom (Israel  Campbell): 2 | Narrative of William W. Brown, an American Slave. Written by Himself (William Wells Brown): 1 | Memoirs of Samuel Spottford Clement Relating Interesting Experiences in Days of Slavery and Freedom (Samuel Spottford Clement): 1 | The Old Faithful Servant: Life History of J.W. Holley: Born and Reared a Slave: After Freedom Became a Worker in the Master's Vineyard (J. W. Holley): 1"
397,10,397_lord_brother henson_pray_baptiz,1852,1926,"Twice Sold, Twice Ransomed: Autobiography of Mr. and Mrs. L. P. Ray (Emma J. Ray): 3 | An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda Smith, the Colored Evangelist: Containing an Account of Her Life Work of Faith, and Her Travels in America, England, Ireland, Scotland, India, and Africa as an Independent Missionary (Amanda  Smith): 3 | Days of Bondage. Autobiography of Friday Jones. Being a Brief Narrative of His Trials and Tribulations in Slavery (Friday  Jones): 1 | Autobiography and Work of Bishop M. F. Jamison, D.D. (""Uncle Joe"") Editor, Publisher, and Church Extension Secretary; a Narration of His Whole Career from the Cradle to the Bishopric of the Colored M. E. Church in America (M. F. Jamison): 1 | Africa for Christ. Twenty-Eight Years a Slave (Thomas L. Johnson): 1"
398,10,398_auld_capt_capt anthony_old master,1839,1887,"My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life as a Freeman (Frederick  Douglass): 3 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 2 | God's Image in Ebony: Being a Series of Biographical Sketches, Facts, Anecdotes, etc., Demonstrative of the Mental Powers and Intellectual Capacities of the Negro Race (H. G. Adams): 1 | Life and Narrative of William J. Anderson, Twenty-four Years a Slave; Sold Eight Times! In Jail Sixty Times!! Whipped Three Hundred Times!!! or The Dark Deeds of American Slavery Revealed. Containing Scriptural Views of the Origin of the Black and of the White Man. Also, a Simple and Easy Plan to Abolish Slavery in the United States. Together with an Account of the Services of Colored Men in the Revolutionary War--Day and Date, and Interesting Facts (William J. Anderson): 1 | A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 1"
399,10,399_hardy_hound_blood hound_dogs,1837,1882,"Slavery in the United States: A Narrative of the Life and Adventures of Charles Ball, a Black Man, Who Lived Forty Years in Maryland, South Carolina and Georgia, as a Slave Under Various Masters, and was One Year in the Navy with Commodore Barney, During the Late War (Charles  Ball): 3 | Fifty Years in Chains, or, The Life of an American Slave (Charles  Ball): 2 | Experience and Personal Narrative of Uncle Tom Jones; Who Was for Forty Years a Slave. Also the Surprising Adventures of Wild Tom, of the Island Retreat, a Fugitive Negro from South Carolina (Thomas H. Jones): 1 | Bond and Free: A Tale of the South (Grace  Lintner): 1 | The Freedman's Story: In Two Parts (William  Parker): 1"
400,10,400_snake_panther_rattlesnake_dog,1837,1913,"Slavery in the United States: A Narrative of the Life and Adventures of Charles Ball, a Black Man, Who Lived Forty Years in Maryland, South Carolina and Georgia, as a Slave Under Various Masters, and was One Year in the Navy with Commodore Barney, During the Late War (Charles  Ball): 3 | Fifty Years in Chains, or, The Life of an American Slave (Charles  Ball): 1 | Incidents in the Life of a Slave Girl. Written by Herself (Harriet A. Jacobs): 1 | From Log Cabin to the Pulpit, or, Fifteen Years in Slavery (William H. Robinson): 1 | Narrative of the Life and Adventures of Henry Bibb, an American Slave, Written by Himself (Henry  Bibb): 1"
401,10,401_dear lizzie_lizzie_letter_circular,1856,1868,"Behind the Scenes, or, Thirty years a Slave, and Four Years in the White House (Elizabeth  Keckley): 7 | Louisa Picquet, the Octoroon, or, Inside Views of Southern Domestic Life (Louisa  Picquet): 2 | The Kidnapped and the Ransomed. Recollections of Peter Still and His Wife ""Vina,"" after Forty Years of Slavery. (Kate E. R. Pickard): 1"
402,10,402_douglass_party_gerrit smith_gerrit,1881,1914,"Frederick Douglass The Colored Orator (Frederic May Holland): 3 | Frederick Douglass (Charles Waddell Chesnutt): 2 | Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutenant-Colonel, Retired, U. S. Army (Charles  Alexander): 1 | Frederick Douglass (Booker T. Washington): 1 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 1"
403,10,403_king glory_chorus_toussaint_stewart,1827,1897,"The House of Bondage, or, Charlotte Brooks and Other Slaves, Original and Life Like, As They Appeared in Their Old Plantation and City Slave Life; Together with Pen-Pictures of the Peculiar Institution, with Sights and Insights into Their New Relations as Freedmen, Freemen, and Citizens (Octavia V. Rogers Albert): 1 | Toussaint L'Ouverture: A Biography and Autobiography (J. R. Beard): 1 | The Black Man: His Antecedents, His Genius, and His Achievements (William Wells Brown): 1 | Memoir of Pierre Toussaint, Born a Slave in St. Domingo (Hannah Farnham Sawyer Lee): 1 | The Missionary Pioneer, or A Brief Memoir of the Life, Labours, and Death of John Stewart, (Man of Colour,) Founder, under God of the Mission among the Wyandotts at Upper Sandusky, Ohio (Joseph  Mitchell): 1"
404,10,404_haytien_spr meadow_fight_meadow,1810,1926,"John Jasper: The Unmatched Negro Philosopher and Preacher (William E. Hatcher): 1 | The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man (Henry Clay Bruce): 1 | Twelve Years a Slave: Narrative of Solomon Northup, a Citizen of New-York, Kidnapped in Washington City in 1841, and Rescued in 1853 (Solomon  Northup): 1 | The Blind African Slave, or Memoirs of Boyrereau Brinch, Nick-named Jeffrey Brace. Containing an Account of the Kingdom of Bow-Woo, in the Interior of Africa; with the Climate and Natural Productions, Laws, and Customs Peculiar to That Place. With an Account of His Captivity, Sufferings, Sales, Travels, Emancipation, Conversion to the Christian Religion, Knowledge of the Scriptures, &amp;c. Interspersed with Strictures on Slavery, Speculative Observations on the Qualities of Human Nature, with Quotation from Scripture (Boyrereau  Brinch): 1 | The White Slave; or, Memoirs of a Fugitive (Richard  Hildreth): 1"
405,10,405_pastor_th lectur_preach_norris,1847,1908,"The Life of Rev. Robert Anderson. Born the 22d Day of February, in the Year of Our Lord 1819, and Joined the Methodist Episcopal Church in 1839. This Book Shall Be Called The Young Men's Guide, Or, the Brother in White (Robert  Anderson): 3 | The Anderson Surpriser. Written After He Was Seventy-Five Years of Age. The Author Was Born in Liberty County, Ga., on the 22d Day of February, in the Year of Our Lord, 1819, and United with the Methodist Episcopal Church in the Year 1839. This Book Contains an Account of His Florida and Northern Trip, Written by Himself, Giving Much Valuable Information of the People Among Whom He Had Been Several Months (Robert  Anderson): 2 | John Jasper: The Unmatched Negro Philosopher and Preacher (William E. Hatcher): 1 | The Life and Sufferings of Leonard Black, a Fugitive from Slavery. Written by Himself (Leonard  Black): 1 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 1"
406,10,406_bettis_marshpee_potter_seth,1855,1915,"John Jasper: The Unmatched Negro Philosopher and Preacher (William E. Hatcher): 1 | Memories of Childhood's Slavery Days (Annie L. Burton): 1 | Richard Allen and Absalom Jones, by the Rev. George F. Bragg, in Honor of the Centennial of the African Methodist Episcopal Church, Which Occurs in the Year 1916 (George F. Bragg): 1 | A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 1 | Autobiography of Rev. Thomas W. Henry, of the A. M. E. Church (Thomas W. Henry): 1"
407,10,407_jasper_richmond_ter_mr jasper,1848,1914,"John Jasper: The Unmatched Negro Philosopher and Preacher (William E. Hatcher): 5 | Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutenant-Colonel, Retired, U. S. Army (Charles  Alexander): 1 | A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 1 | Autobiography of a Female Slave (Martha Griffith Browne): 1 | The Life of Rev. John Jasper, Pastor of Sixth Mt. Zion Baptist Church, Richmond, Va., from His Birth to the Present Time, with His Theory on the Rotation of the Sun (Edwin Archer Randolph): 1"
408,10,408_claimant_identity_record_burn,1856,1856,Anthony Burns: A History (Charles Emery Stevens): 10
409,10,409_mayor_marshal_military_edmand,1856,1856,Anthony Burns: A History (Charles Emery Stevens): 10
410,10,410_license_exhort_brethren_preach,1810,1854,"A Brief Account of the Life, Experience, Travels, and Gospel Labours of George White, an African; Written by Himself, and Revised by a Friend (George  White): 8 | God's Image in Ebony: Being a Series of Biographical Sketches, Facts, Anecdotes, etc., Demonstrative of the Mental Powers and Intellectual Capacities of the Negro Race (H. G. Adams): 1 | The Life, Labors, and Travels of Elder Charles Bowles, of the Free Will Baptist Denomination, by Eld. John W. Lewis. Together with an Essay on the Character and Condition of the African Race by the Same. Also, an Essay on the Fugitive Law of the U. S. Congress of 1850, by Rev. Arthur Dearing (John W. Lewis): 1"
411,10,411_republican_president_party_office,1887,1917,"Men of Mark: Eminent, Progressive and Rising (William J. Simmons): 7 | Frederick Douglass (Booker T. Washington): 1 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 1 | My Life and Work (Alexander  Walters): 1"
